192.997884141,1527452.01979
75.4951589851,233954.606042
-85.3419969322,298886.546054
79.7099114188,260777.179818
44.6627159052,82057.3494613
17.6637719834,13071.4954612
23.2427890493,22428.8555489
133.604173801,732124.660396
106.885316031,468677.319249
-24.9844306974,25867.7586175
-111.25527519,507758.672452
110.696215819,502676.490992
-92.4404712544,350628.175295
103.902907519,442903.789259
-3.08346443235,664.502659015
26.7603996471,29632.5418696
50.4163135162,104490.254424
122.946890633,620029.950372
-79.9103067041,262081.393096
68.1833455811,190887.228086
69.2160918292,196700.434833
-111.415160657,509220.437158
-97.6391120037,391143.645949
5.24123192582,1404.53894431
27.0498888178,30271.0973446
-27.7188453601,31779.3258641
-162.152174946,1078298.85221
198.306428148,1612619.10705
-3.85324417646,881.148307867
-6.32211193915,1913.07981593
113.356443336,527112.079355
212.272598969,1847724.55039
-90.9310283765,339282.848791
13.314011666,7540.93005151
-57.4277309476,135493.968166
-48.4794572518,96632.7987083
59.873307735,147252.98002
38.3450439863,60558.1914231
121.218735579,602726.572802
94.1310318668,363562.163819
46.6197484064,89383.2038611
-8.97970539709,3580.98961543
-1.9134181968,427.364954968
-46.7905103897,90039.6730861
-60.6459701356,151068.454954
128.496111974,677235.253417
128.89361635,681432.306219
5.49619086981,1515.31517246
34.5873760893,49321.1974297
98.4324489516,397525.61805
274.131374591,3081345.5144
37.4005125821,57625.5419806
-51.6081927882,109479.600233
-235.388649678,2271997.29882
115.992280461,551897.439192
-237.738128905,2317570.74793
-29.4706409524,35879.8916862
-35.0649617625,50684.2500225
203.411401049,1696699.18324
161.399299341,1068315.61555
90.9473325599,339403.435926
166.94256922,1142938.8067
28.6993573761,34044.0877787
10.476652444,4775.83590136
33.8702117256,47307.6943951
44.7642713135,82428.8978555
-74.6377748703,228676.399504
41.4291636371,70646.5782912
167.964056117,1156967.48074
-57.8853520042,137659.51643
212.005193117,1843072.69452
97.7869560324,392330.560804
-41.3917263349,70517.5567766
57.0438550489,133688.158849
3.30070811363,720.563226037
128.065415386,672704.489241
119.619722252,586938.35707
33.714162357,46874.7293063
-54.5944595197,122474.880875
13.6874781227,7954.20731568
68.1389605262,190637.360858
159.704239677,1045996.35173
62.3101607828,159461.098745
182.679604509,1368517.76602
-28.7850749569,34246.3338637
-5.25972264056,1406.60920923
14.7601961625,9206.12098337
134.422270625,741118.045809
-91.4343779591,343042.034795
-27.0025240553,30171.5386916
-109.636242895,493100.475186
123.620949981,626847.179895
122.760999313,618156.042543
55.7530430397,127722.040697
-25.6807318527,27315.4882227
66.9554283162,184081.386218
-7.27505339826,2447.2434149
13.349944849,7579.74460408
33.8693466614,47304.6436347
98.3525268615,396877.924184
68.0217785066,189983.45559
-89.6258065833,329622.307933
-85.3389600068,298866.808192
-139.333808181,796248.551871
99.8942975358,409408.879549
-25.1225785348,26151.7174623
-20.5565355475,17602.6858935
-1.81882079872,414.228873107
4.44663655299,1087.78176812
-64.286000112,169718.324007
199.183662854,1626917.20183
25.6355035187,27217.1873222
156.226551727,1000953.84588
99.3142568411,404671.444879
88.8889399241,324225.423556
-27.6300065455,31575.8988241
-137.323360708,773437.365067
-77.1827196473,244521.185291
-13.4943091207,7743.67355539
-41.0350046805,69312.7617161
136.999604106,769801.015455
-70.9176840288,206482.008054
-130.079166723,694018.309141
-43.1500986596,76610.7111633
-109.997407593,496352.178648
116.46534824,556407.09836
-119.6005874,586751.136972
98.6912038923,399616.260885
-47.4778184097,92693.8223599
-0.627439629811,293.451750687
193.705851519,1538677.69782
-135.181200223,749508.102956
-125.424814335,645262.625002
151.912778256,946449.503069
